Username,Location,Date,Content,Rating,Title,Experience_date
Jelena Sreckovic,IT,7 ott 2020,N/A,5,Fantastichi,07 ottobre 2020
Filippo,IT,7 ott 2020,Intuitivo e dettagliato l'inserimento dati.,5,Intuitivo e dettagliato l'inserimento…,07 ottobre 2020
orazio puglisi,IT,7 ott 2020,Tutto è andato bene davvero gentilissima l'operatrice al telefono,5,Tutto è andato bene davvero…,07 ottobre 2020
Mario,GB,6 ott 2020,"Ho impiegato 5 minuti esatti per cambiare fornitore.
Basta la vecchia bolletta e via..",4,Ho impiegato 5 minuti esatti per…,06 ottobre 2020
Mauro,IT,6 ott 2020,"Ottimo operatore, dopo averne provate di cotte e di crude trovo che sia la miglior offerta presente ad oggi sul mercato.",4,Ottimo operatore,06 ottobre 2020
Giuseppe Capuano,IT,6 ott 2020,N/A,5,tutto ottimo,06 ottobre 2020
Nando Avalle,IT,6 ott 2020,"Che dire...professionalità, disponibilità, concretezza.
Marino si è dimostrato oltretutto paziente.
Complimenti a Sorgenia",5,Che dire...professionalità,06 ottobre 2020
Massimiliano,IT,6 ott 2020,Ottimo servizio di assistenza per la sottoscrizione del contratto.,5,Ottimo servizio di assistenza per la…,06 ottobre 2020
Giuseppe,IT,5 ott 2020,al momento tutto ok. Speriamo continui così,4,al momento tutto ok,05 ottobre 2020
Giacomo Guffanti,IT,5 ott 2020,VELOCE IMMEDIATO E CON PREZZO VANTAGGIOSI,5,VELOCE IMMEDIATO E CON PREZZO…,05 ottobre 2020
GIUSCA,IT,5 ott 2020,N/A,5,sembra conveniente ma valuterò in futuro,05 ottobre 2020
Marta Cerizza,IT,5 ott 2020,"La disponibilità e cortesia del call center, la completezza di informazioni e la facilità di passaggio mi hanno lasciata entusiasta. Vedremo al passaggio delle forniture ma sono ottimista!
Grazie",5,Nuovo Utente,05 ottobre 2020
Giovanni Naclerio,IT,5 ott 2020,"Ottima la comprensibilità del sito, facile da compilare...",5,Ottima la comprensibilità del sito,05 ottobre 2020
Celestina Masotti,IT,5 ott 2020,Sono molto contenta e soddisfatta per la cortesia e la guida alla compilazione del contratto che l'operatrice Angela M. ha avuto nei miei confronti. Avvalersi di personale affabile e competente non fa che aumentare l'indice di gradimento dei servizi offerti da parte della Società erogatrice di servizi. Grazie,5,Cliente super soddisfatta,05 ottobre 2020
Irene Bassani,IT,5 ott 2020,bravi chiari e veloci e decisamente piu' economici.,5,bravi chiari e veloci e decisamente…,05 ottobre 2020
Luca Matteucci,IT,5 ott 2020,"Finalmente sono riuscito a conferire con un giovane lavoratore ma già molto veloce e esaustivo. nel giro di pochissimo tempo sono riuscito a scesciermi il fornitore che mi dava più fiducia.
grazie a Clemente",5,Finalmente sono riuscito a conferire…,05 ottobre 2020
Sara Salvadori,FR,5 ott 2020,"SOTTOSCRIZIONE VELOCISSIMA, VEDIAMO SE IL L'ATTIVAZIONE SARA' TALE",5,SOTTOSCRIZIONE VELOCISSIMA,05 ottobre 2020
Stefano,IT,5 ott 2020,"Servizio rapido e semplice, l'operatrice molto gentile, e sottoscrivere semplicemente il contratto tramite internet senza dover registrare a voce ogni passaggio l'ho trovato davvero molto intelligente!
Bravi, Grazie!!!",5,"Bravi, Grazie!!!",05 ottobre 2020
Antonio,IT,5 ott 2020,"Ho effettuato un contratto per la fornitura di Luce e Gas tramite il numero verde con l'operatrice Simona, persona molto disponibile, cordiale e professionale.",5,operatori call center,05 ottobre 2020
Fabio Fradeani,GB,5 ott 2020,"La procedura di onboarding è stata semplice e chiara.
Speriamo lo sia anche il servizio.... stay tuned!",5,La procedura di onboarding è stata…,05 ottobre 2020
Giancarlo,IT,4 ott 2020,N/A,5,Facile e rapido.,04 ottobre 2020
Marco Bordieri,IT,4 ott 2020,E' la prima volta che stipulo un contratto per l'energia on line. La precedenti esperienze erano state sempre telefonicamente con le difficoltà che lascio immaginare. L'ho fatto ora con Sorgenia e mi sono trovato benissimo in quanto tutto era a portata di mano. Spero di trovarmi bene anche per la fornitura di gas e luce. Saluti.,5,Molto facile e intuitivo,04 ottobre 2020
Semeh Henein,IT,4 ott 2020,Ho fornitura con sorgenia.non consglio a nessune sono incapace.un volta chiamo il nr di servizio dicano un cosa diversa.i bollette arrvano en ritardo dopo la scadenza e ti chiamano per pagare subito.mia esperienza con loro molto nagativa da avitare.,1,non consglio…,03 ottobre 2020
Umberto Broglio,IT,3 ott 2020,Mi è piaciuta l'immediatezza e la chiarezza nel sottoscrivere il contratto. Ora spero sia all'altezza delle mie aspettative,4,Ora provo mercato libero,03 ottobre 2020
Mauro Colombo,IT,3 ott 2020,Sito ben fatto e procedura semplice ed intuitiva.,5,Tutto ok,03 ottobre 2020
Chris,IT,3 ott 2020,"I rincari sono dietro l'angolo, meglio prevenire! Ho pensato a questo fornitore perchè sul mercato garantisce proposte commerciali imbattibili. Spero non mi deluda. iscrizione molto facile eintuitiva (e non è poco).",5,Semplice e indolore,03 ottobre 2020
Marcello Presascart Fabbri,IT,3 ott 2020,"il processo di attivazione dei contratti è molto guidato, difficile poter sbagliare l'inserimento dei dati necessari per poter concludere con successo tutta la procedura.",4,Cambio fornitura luce/gas,03 ottobre 2020
valemat home,IT,2 ott 2020,"Operatrice molto brava e gentile!
In meno di 20 minuti ho firmato il contratto.",5,Operatrice molto brava e gentile!,02 ottobre 2020
domenico donati,IT,2 ott 2020,"HO AVUTO UN SUPPORTO CHIARO EDUCATO E VELOCE ,GRAZIE",5,HO AVUTO UN SUPPORTO CHIARO EDUCATO E…,02 ottobre 2020
Nadia Pica,IT,2 ott 2020,"scrivo 1 perchè il minimo ma per me sono sottozero.
Passo a sorgenia dopo anni con il mio fornitore, tempestata di telefonate insistenti dove con modi certe volte gentili altre insistenti sollecitavano di passare con loro.Continuavano a ripetermi che non capivo il risparmio,che forse avevo soldi da buttare ecc,ecc..alla fine ho ceduto,ho pensato:proviamo..almeno smettono.Call center sempre stranieri tra l'altro..credo dell'est.Ricevo la prima bolletta dopo tre mesi poichè avevano sbagliato mail di invio ,nè io avevo i codici cliente per chiamere il call center.Dopo tante telefonate recupero una bolletta.
La sorpresa arriva già con la prima bolletta: in un giorno riescono a fatturarmi 1000kw.Quando me ne sono accorta e faccio l'autolettura trovo il contatore azzerato.Cosa assurda poichè per guasti o sostituzioni deve esserci il proprietario presente che firmi il tutto (eravamo pure in lockdown).Ho chiamato il call center e ci riesco dopo un mare di chiamate,alla fine si scusano con il disguido e riesco a farmi rifare il ricalcolo solo dopo 5 mesi e con il sollecito dell'associazione dei consumatori.",1,scrivo 1 perchè il minimo ma per me…,02 ottobre 2020
Ignazio Messina,IT,2 ott 2020,"L'operatrice del call center, Simona, è stata della massima cortesia, gentilezza e simpatia. Mi ha saputo guidare attraverso tutta la procedura senza intoppi. Spero ti trovare un'operatrice come Simona in ogni volta che chiamo un call center.",5,Grazie Simona,02 ottobre 2020
Leo-Ange,IT,2 ott 2020,"Tutto ok ,appena richiesto fornitura gas ,vediamo col tempo la qualità del servizio e eventuali rimodulazioni della fornitura.",4,"Tutto ok ,appena richiesto fornitura…",02 ottobre 2020
Danilo,IT,2 ott 2020,N/A,5,SEMPLICE E PERFETTO,02 ottobre 2020
anna leggiadro,IT,2 ott 2020,Buongiorno vorrei delle delucidazioni sull'articolo 5...,1,Buongiorno vorrei delle delucidazioni…,02 ottobre 2020
Alfredo Gasparetti,IT,1 ott 2020,"assistenza clienti chiara, attivazione web semplice e veloce",5,Attivazione semplice,01 ottobre 2020
Michele Conte,IT,1 ott 2020,"Esperienza molto positiva con Claudia, che si è dimostrata molto competente e professionale. La prima telefonata è stata a titolo informativo, per valutare il tipo di contratto e la proposta. Nella seconda chiamata, invece, sono stato guidato passo passo nella compilazione del contratto. Grazie!",5,professionalità e cortesia,01 ottobre 2020
PietroPaolo,IT,1 ott 2020,"Semplice e seguito telefonicamente per la sottoscrizione del contratto, per il servizio aspetto che sia attivo per giudicare.",5,Semplice e seguito telefonicamente per…,01 ottobre 2020
Marco De Falchi,IT,1 ott 2020,N/A,5,tutto feloce e ottimo,01 ottobre 2020
Elisabeth Jane Bertrand,IT,1 ott 2020,N/A,5,Voltura è andata bene,01 ottobre 2020
Silvia Cristiglio,IT,1 ott 2020,N/A,5,OPERATORE GENTILISSIMO,01 ottobre 2020
Andrea,IT,1 ott 2020,"Adesione facile e lineare.
Nessuna difficoltà.",5,Facile aderire!,01 ottobre 2020
BRUNO,IT,1 ott 2020,N/A,5,è stato molto semplice cambiare gestore,01 ottobre 2020
Antonello,IT,1 ott 2020,N/A,3,Il sito si blocca spesso,01 ottobre 2020
Chiara,IT,1 ott 2020,N/A,5,Facile e veloce,01 ottobre 2020
Marzia Guerci,IT,1 ott 2020,"Facile utilizzo della piattaforma, ottime le tariffe. Mi riservo di dare un ulteriore giudizio alla conclusione del passaggio a Sorgenia E al servizio erogato nei prossimi mesi.",5,Facile utilizzo della piattaforma,01 ottobre 2020
cliente,IT,30 set 2020,"Avevo chiamato solo per chiedere delle info dopo che un amico mi ha detto che si risparmiava. Non credevo alla troppa differenza dei costi, mi sono stati confermati e ho cambiato operatore in pochi minuti, super efficienti.",5,sono così efficienti che da una info ho cambiato fornitore.,30 settembre 2020
Michele Falconetti,IT,30 set 2020,N/A,5,Ok ottima esperienza,30 settembre 2020
Manlio,IT,30 set 2020,"Ottimo, molto semplice e veloce",5,Ottimo,30 settembre 2020
italo patella,IT,Aggiornata il 30 set 2020,"Finalmente ho trovato un'operatrice, Claudia, che parla la lingua di noi umani. Ho compreso tutto in modo semplice. Spiegazioni chiare ed esaurienti, molta cortesia e simpatia! Grazie!",5,Un ottimo inizio,30 settembre 2020
Cleo 48,IT,30 set 2020,"Ho avuto un’ ottima impressione dell’operatrice che mi ha contattato. Dovevo riavviare l’attivazione di due contratti dopo un tentativo fatto a maggio, non andato a buon fine. Speriamo che questa volta tutto vada bene.",5,Ottima impressione dell’operatrice.,30 settembre 2020
M.T.V. S.R.L UNIPERSONALE,IT,30 set 2020,N/A,5,PRECISA VELOCE E CONVENIENTE,30 settembre 2020
Ilvo Rocchi,IT,Aggiornata il 30 set 2020,"Spett. Sorgenia, vi conosco ora tramite un caro amico di cui ho la massima fiducia per cui sono diventato vostro cliente. Ho superato gli...ttanta con un bel po di acciacchi per cui ho bisogno di tranquillità; spero di averne con Voi. non sono d'accordo con voi su certi ragionamenti di progresso ad oltranza vorrei allargare il discorso ma mi fa fatica per cui vi espongo il mio pensiero che mi piacerebbe farlo a voce; libertà di scelta: libertà di scegliere quello che mi serve, non quello che è più migliore. Io ho bisogno di una citi car , NO prendi la Porche perchè e piu veloce è tedescha, NO ho bisogno della citi car per andare al super mercato, ma con la porche ci vai a Milano i 4 ore e mezza ma io non devo andare a Milano e cosi Via .......voglio la mia vecchia cara ADSL; conosco perfettamente la tecnologia della fibra ottica , ci giocavamo con il mio amico strumentista farmaceutico 50 anni fa. se mi date, l'ADSL, la prendo subito. Ciao Ilvo Giorgio Rocchi - Acilia (RM)",1,Spett. Sorgenia voglio quello che mi serve non chill e costa e chiù non è sempre il migliore!,30 settembre 2020
Marina Fanelli,IT,29 set 2020,"Appena sottoscritto il contratto. Operazione molto veloce,sistema facile ed intuitivo.
Per il resto, attendiamo la prima bolletta!!",5,Appena sottoscritto il contratto,29 settembre 2020
cliente,IT,29 set 2020,appena fatto un contratto luce e gas. abbastanza semplice la procedura di inserimento dei dati. speriamo bene.,5,appena fatto un contratto luce e gas,29 settembre 2020
Enrico Vannucci,IT,29 set 2020,sEMPLICE E INTUITIVA,3,SEMPLICE E INTUITIVA,29 settembre 2020
Alexr,IT,29 set 2020,"Personale gentilissimo e molto disponibile, davvero molto soddisfatta. Grazie!",5,Massima gentilezza e cortesia,29 settembre 2020
Alessandro Di luca,IT,29 set 2020,Molta difficoltà nel comunicare a causa del fastidioso ritorno della voce,4,Molta difficoltà nel comunicare a causa…,29 settembre 2020
Dallatomasina Sandro,IT,29 set 2020,efficienti. vediamo poi....,4,efficienti,29 settembre 2020
Fabio Anconetani,IT,29 set 2020,al momento sembra tutto ok !,5,sorgenia ottima,29 settembre 2020
Lucio Lanza,IT,29 set 2020,"Adesione a convenzione Altroconsumo.
Tutto ok, assistenza telefonica ottima e completa.
Grazie",5,Semplice e veloce,29 settembre 2020
Aurora Arena,IT,Aggiornata il 1 ott 2020,"Sorgenia dal 1° settembre e' diventato il mio nuovo gestore di luce e gas.
Al momento della sottoscrizione (7 luglio 2020), vi era una promozione, 70 euro in buoni amazon.
Ieri mi arriva, il messaggio email parlando di 30 euro (buono amazon). Mi sento letteralmente presa in giro, ho telefonato al customer service, mi hanno semplicemente detto che il 07 Luglio, vi erano 30 euro di regalo. NON E' VERO. ! Se il servizio, varra' quanto la loro parola, ho dei forte dubbi.
STO AGGIORNANDO la recensione, alla luce del disguido Sorgenia si e' fatta viva, cercando di trovare una soluzione. Devo dire, che sono stati seri.",4,"Allora la parola, la vogliamo rispettare??",29 settembre 2020
Elisabetta,IT,29 set 2020,con pochi passaggi mi sono liberata del vecchio provider e sono entrata in un nuovo mondo,5,veloce e semplice,28 settembre 2020
eduardo di salvo,IT,28 set 2020,N/A,5,molto semplice e veloce,28 settembre 2020
Icelab Modena,IT,28 set 2020,"Ho parlato con la ragazza Giuliana, la quale è stata molto disponibile e cortese rispondendo a qualsiasi mio dubbio.",5,Operatrice cortese,28 settembre 2020
Nunzio Capuano,IT,28 set 2020,"Non potevo fare scelta migliore. Prezzo basso, sicurezza dei costi, Buono Amazon, non ti basta?",4,Ottima scelta,28 settembre 2020
Jacopo F.,IT,28 set 2020,N/A,4,tutto molto intuitivo,28 settembre 2020
Riccardo Strazzeri,IT,28 set 2020,Ho scelto di attivare Sorgenia per il prezzo Luce vediamo come andrà. Metto 4 stelle solo perchè l'operatore che comunque è stato gentilissimo ma mi ha detto che non potevo attivare la fornitura che invece ho attivato online.,4,Ho scelto di attivare Sorgenia per il…,28 settembre 2020
Giuseppe D'Antico,IT,28 set 2020,IL PROCEDIMENTO DI SOTTOSCRIZIONE E' STATO SEMPLICE E VELOCE. L'OPERATRICE GENTILE E PROFESSIONALE. PER IL MOMENTO SONO SODDISFATTO,5,IL PROCEDIMENTO DI SOTTOSCRIZIONE E'…,28 settembre 2020
Emanuele,IT,28 set 2020,Esperienza positiva tutto molto chiaro nel compilare tutta la contrattazione,5,Esperienza positiva tutto molto chiaro…,28 settembre 2020
Gabriel Toresani,IT,27 set 2020,N/A,5,GRAN BEL SITO,27 settembre 2020
marco poggi,IT,27 set 2020,N/A,5,molto semplice,27 settembre 2020
Francesco De Sandi,IT,27 set 2020,OPERATRICE DAVVERO GENTILE E PROFESSIONALE,5,OPERATRICE DAVVERO GENTILE E…,27 settembre 2020
GALIMBERTI ALBERTO,IT,26 set 2020,N/A,5,Con Sorgenia per ora tutto OK.,26 settembre 2020
Cliente,IT,25 set 2020,N/A,5,tutto ok compilazione facile,25 settembre 2020
Alessandro,IT,25 set 2020,"Ottimo servizio, cortesia e professionalità da parte dell'operatore che ha seguito la mia pratica",5,Ottimo servizio,25 settembre 2020
Gustavo Orsini,IT,25 set 2020,N/A,5,Tutto semplice,25 settembre 2020
Francesco,IT,25 set 2020,Procedura di sottoscrizione molto semplice e ben guidata.,5,Procedura di sottoscrizione molto…,25 settembre 2020
Marina,IT,25 set 2020,Ottima offerta la migliore e l'azienda più seria,5,Ottima offerta la migliore e l'azienda…,25 settembre 2020
Mauro Ceroni,IT,25 set 2020,OTTIMO SERVIZIO PECCATO PER LA COMUNICAZIONE PER PROBLEMI DI LINEA,5,OTTIMO SERVIZIO PECCATO PER LA…,25 settembre 2020
francesca rosati,IT,25 set 2020,"servizo ottimo, operatore in chatt con assistenza passo passo.sièbloccata la pagina e l operatore mi ha prontamente chiamata al telefono dandomi assistenza.",5,servizo ottimo,25 settembre 2020
Denny Gomez,IT,25 set 2020,"semplice, disponibili",5,orttimo,25 settembre 2020
SALVATORE,IT,24 set 2020,N/A,5,SEMPLICE E CHIARA,24 settembre 2020
Tony Narra,IT,24 set 2020,La registrazione mi ha dato un buon feedback .. l'operatore era competente e mi ha aiutato a capire come fare.,5,Ottima esperienza,24 settembre 2020
Filippo Soprani,FI,24 set 2020,"veloce , intuitivo, conveniente",5,in 15 minuti ho fatto tutto!,24 settembre 2020
Valerio Gennaro,IT,24 set 2020,Non ho mai visto nulla di simile..volevo mettere Sorgenia come mio primo fornitore di energia elettrica nella mia prima casa presa in affitto..chiamo e mi dicono molto elegantemente che non ho credenziali..eh grazie è la prima volta che faccio un subentro.. è la prima volta che attacco qualcosa..e nn me l'hanno voluto fare.. allucinante.. sembra come quando dicono cerchiamo lavoratore con esperienza..ma se nn mi fai lavorare come la faccio l'esperienza.. e qui è la stessa cosa..se non mi fate entrare come nuovo cliente come posso farmi delle credenziali..bah.. vabbè..un vero peccato..mi ero avvicinato a Sorgenia preso dalle ottime recensioni..invece niente da fare.. dovrò andare altrove.. peccato..,1,Tristezza infinita.. l'Italia è dimostrata qui..,24 settembre 2020
Salvatore Orso Cerasuoli,IT,23 set 2020,"Operatore veramente capace ed esaustivo, miglior offerta sul mercato!",5,Complimenti per il servizio assistenza!!,23 settembre 2020
Alfredo Ciminelli,IT,23 set 2020,"Facile, chiara",4,Facile,23 settembre 2020
Consumer,GR,23 set 2020,"Risolto tutto velocemente, operatrice molto valida e chiara nell'esposizione.",5,Risolto tutto velocemente,23 settembre 2020
Francesco Muscato,IT,23 set 2020,"grazie per la gentilezza
ora sono cliente anche per la LUce",5,siete gentili e attivi,23 settembre 2020
Adriana,IT,23 set 2020,N/A,5,Gentilissima e professionale,23 settembre 2020
Massimo Meli,IT,23 set 2020,"Avevo un contratto luce e gas con sorgenia, per il primo anno tutto bene il secondo anno le bollette del gas quasi raddoppiate a fronte di un consumo più o meno uguale....",2,Massimo,23 settembre 2020
Carlo Crea,IT,22 set 2020,"Servizio clienti perfetto altri fornitori dovrebbero prendere esempio, Alessandra la persona che mi ha seguito per l'attivazione è stata competente, precisa e molto chiara nel rispondere alle mie domande e ad illustrare le tariffe. Complimenti ad Alessandra e a Sorgenia.",5,Servizio clienti perfetto altri…,22 settembre 2020
Giacomo Grizzetti,IT,Aggiornata il 22 set 2020,"ho fatto la voltura con Sorgenia di un contratto gas e uno elettricità da altri 2 fornitori in circa mezzora , solo telefonicamente ma avendo con me tutti i dati pronti da inserire nel nuovo contratto",5,voltura contratti,22 settembre 2020
Pinguino Pingu,IT,22 set 2020,N/A,5,Procedura chiara e veloce,22 settembre 2020
cliente,IT,22 set 2020,Ho chiamato il numero verde che mi ha guidato nella procedura di passaggio con grande efficienza e gentilezza.,5,Assistenza telefonica molto efficiente,22 settembre 2020
Emanuela,IT,22 set 2020,"gradirei vorrei avere conferma di quanto segue:
ricevero' le bollette luce e gas per email ?
nella bolletta luce e' compresa anche la tariffa tv?

grazie
E.Masini",4,due domande,22 settembre 2020
Simona,IT,22 set 2020,"sottoscrizione chiara e veloce
mi auguro che tutto prosegua come è iniziato",5,sottoscrizione chiara e veloce,22 settembre 2020
Elide,IT,22 set 2020,Efficienti e velocissimi nell'ativazione della mia nuova linea.,5,Operativi al massimo.,22 settembre 2020
Giuseppe Teresi,IT,22 set 2020,"Operatore professionale e cordiale, sottoscrizione molto semplice e chiara",5,Operatore professionale e cordiale,22 settembre 2020
Antonello,IT,21 set 2020,Facile e semplice la sottoscrizione on-line,5,Facile e semplice la sottoscrizione…,21 settembre 2020
ASIA,IT,21 set 2020,"PER IL MOMENTO TUTTO BENE.
CHIARO E COMPRENSIBILE.
SPERO DI TROVARMI BENE. PREZZI CONCORRENZIALI.",4,PER IL MOMENTO TUTTO BENE.,21 settembre 2020
Simone Alice,IT,21 set 2020,"EFFICIENTI E GENTILISSIMI, OPERATORE CHE SA ASCOLTARE E RISPONDERE A TUTTE LE MIE DOMANDE. DAVVERO SODDISFATTA. HO RICHIESTO UN PREVENTIVO E DOPO 5 MINUTI SONO STATA CONTATTATA IMMEDIATAMENTE E MI HANNO OFFERTO UNA TARIFFA VANTAGGIOSA.",5,EFFICIENTI E GENTILISSIMI,21 settembre 2020
Giuseppe,IT,21 set 2020,"Procedura di attivazione chiara, semplice e veloce.",5,Procedura di attivazione,21 settembre 2020
Simone Mazzitelli,IT,21 set 2020,molto semplice da usare,5,ottima,21 settembre 2020
Maria Rosaria Franza,IT,20 set 2020,"Facile, intuitivo e conveniente",5,Facile,20 settembre 2020
Riccardo Maiocchi,IT,20 set 2020,"Ottimo, veloce, chiaro",5,Ottimo,20 settembre 2020
Franco,IT,20 set 2020,Offerta on.line chiara e facile da sottoscrivere,4,Offerta on.line chiara e facile da…,20 settembre 2020
Santi Salpietro,IT,19 set 2020,"Nonostante il problema ai server che mi ha fatto perdere un giorno, e quindi qualche vantaggio, la sottoscrizione del contratto di fornitura di luce e gas è stata veramente facile .",5,Veloce ed intuitivo,19 settembre 2020
francesco mele,IT,18 set 2020,è stato tutto molto semplice ...,5,cambio fornitore,18 settembre 2020
Claudia,IT,18 set 2020,"Sono stata io a contattarvi, perchè ricevevo troppe chiamate da altre società, quindi ho capito che la mia tariffa andava rivista. Cercavo un società green energy. La persona che mi ha risposto, La Signora Tania, pugliese della provincia di Bari, è stata molto paziente e cortese. Grazie",5,Sono stata io a contattarvi,18 settembre 2020
Lara,IT,18 set 2020,N/A,5,FACILE E VELOCE,18 settembre 2020
A. Anania,IT,17 set 2020,Tutto perfetto. Attivazione facile e veloce.,5,Tutto perfetto,17 settembre 2020
Tarek Kamaleldin,IT,17 set 2020,Rapida e molto chiara. Nettamente superiore alla concorrenza,5,Rapida e molto chiara,17 settembre 2020
Stefano Liberini,IT,17 set 2020,"Procedura di passaggio da altro fornitore chiara e rapida, con le bollette alla mano il tutto è immediato",4,Passaggio da altro fornitore,17 settembre 2020
Nicola,IT,16 set 2020,N/A,5,Ottima consulenza,16 settembre 2020
Gianluca,IT,16 set 2020,Mai sperimentata una pratica di cambio fornitore più semplice di questa. Customer care attento e cortese. Ho ricevuto tutti i chiarimenti del caso ed ho sottoscritto l'offerta!,5,Pratica semplicissima per cambio fornitore!!,16 settembre 2020
Salv Atore,IT,Aggiornata il 16 set 2020,"Contratto stipulato senza problemi, 15 giorni prima dell'attivazione fornitura mi arriva una email condicendo che non è possibile attivare la fornitura senza spiegazione... Contatto l'operatrice la quale mi ha solo saputo dire che per esubero di clienti mi hanno disdetto il contratto, e che l'azienda lo può fare.. . Bha senza parole, poca serietà e zero professionalità.",1,Contratto stipulato senza problemi,16 settembre 2020
Federico,IT,16 set 2020,La mia esperienza di acquisto è ottima. La modalità di sottoscrizione del contratto è molto semplice ed immediata. Ho riscontrato solo un problema quando si salva e si abbandona la procedura di sottoscrizione. In questa circostanza si genera un errore e per proseguire è necessario ripartire dal preventivo. Idem cliccando il link inviato via e-mail.,5,RAPIDITA' E CONVENIENZA,16 settembre 2020
Marco Capozzi,IT,16 set 2020,Operatrice molto precisa. Piacevole sottoscrizione,5,Operatrice molto precisa,16 settembre 2020
Rossano,IT,16 set 2020,Per i momento do 3 stelle per la chiarezza della sottoscrizione del contratto gas luce appena stipulato. Ho stipulato tale contratto dopo avere letto valutazioni di Altroconsumo di cui sono socio. Mi riservo di dare una valutazione maggiore dopo un periodo di uso dei servizi di fornitura.,3,Per i momento do 3 stelle per la…,16 settembre 2020
Gaspare Galati,IT,15 set 2020,N/A,5,per ora tutto OK,15 settembre 2020
Barbara Chionna,IT,15 set 2020,N/A,5,veloci efficienti economici,15 settembre 2020
Pietro Sigismondi,FR,15 set 2020,"Tutto ottimo, nulla da eccepire",5,Tutto ottimo,15 settembre 2020
Mauro Stefanacci,IT,14 set 2020,Primo accesso e sembra facile e intuitivo,3,Primo accesso,14 settembre 2020
Marta Denke,IT,14 set 2020,N/A,5,Spero che mi tratterete bene!,14 settembre 2020
Giovanna Zannini Quirini,IT,14 set 2020,"Eccellente consulente telefonico, sig. Rosaria, la quale mi ha chiarito e convinto per il contratto. Consiglio vivamente 10 e lode",5,Eccellente consulente telefonico,14 settembre 2020
Gianni Baruffa,IT,14 set 2020,ottimo servizio facile e intuitivo,5,ottimo,14 settembre 2020
Carlo,IT,14 set 2020,"Per ora, sembra facile e conveniente.
Aggiornerò la recensione dopo le prime bollette",4,Per ora,14 settembre 2020
Fabrizio,IT,12 set 2020,"Sottoscrizione facile, e il risparmio sembra reale",5,Risparmio,12 settembre 2020
federica ripani,IT,12 set 2020,"passata da quei ladri di ENEL A Sorgenia, Per ora sembra tutto ok.
ma invece di scrivere solo i codici per farvi fare lo sconto, perche' qulcuno non dice anche come si trova dopo i primi 12 mesi? qualcuno e' riuscito a scoprire quanto andremo a pagare?",3,dopo 12 mesi qaunto costa?,11 settembre 2020
Francesco,IT,Aggiornata il 3 ott 2020,"Sono un cliente da maggio e ancora non sono riusciti a risolvere un problema legato al metodo di pagamento (ho chiesto di inserire la mia carta di credito, ma non ci riescono). Tuttora non riescono a dirmi dove verrà addebitata la prossima fattura. Alla fine mi hanno dato indicazioni di fare bonifico e poi mi hanno addebitato carta di credito. Ho pagato quindi una bolletta due volte. E ora devo rincorrerli a prendere i soldi senza ancora aver capito cosa succederà alla prossima fattura. Le tariffe saranno pure vantaggiose. Avranno pure un'anima green. Ma sono totalmente incompetenti. Dovete sperare di non avere un minimo problema.

Risposta al vostro commento: errato ciò che scrivete. Il mio disagio era dovuto ad un VOSTRO disservizio. Tante telefonate. Tante rassicurazioni. Realtà sempre diversa. Ora la carta di credito è stata finalmente inserita correttamente. Non è mancata un'ennesima coda di inefficienza. Due comunicazioni da parte vostra in cui rassicuravate che avrei ricevuto il rimborso con uno sconto sulla bolletta. Non è successo...mi avete quindi chiesto IBAN. Vediamo se e quando arriverà bonifico, fiducioso che, risolte queste criticità, si rientri finalmente nel normale standard di gestione.

Ultimo aggiornamento : per correttezza, voglio segnalare che ho ricevuto bonifico di rimborso. Ho cominciato a vedere un impegno iniziale da parte di Sorgenia, a cui è stato dato seguito con un'azione concreta ed efficiente. Grazie. Ora dovremmo essere finalmente entrati nello standard di gestione.",1,Incompetenti,11 settembre 2020
Giancarlo,RO,11 set 2020,"Nessuna difficoltà a compilare i questionari, tutto veloce e semplice",4,Nessuna difficoltà a compilare i…,11 settembre 2020
Silvio,IT,11 set 2020,"Semplice e veloce, e quando ho avuto un problema nell'elenco dei fornitori luce, ho telefonato al numero verde che mi ha risposto velocemente risolvendo il problema",4,Semplice e veloce,11 settembre 2020
Alessandro Scattina,IT,11 set 2020,"Servizio molto utile, ho fatto il cambio di gestore in poco tempo dopo aver avuto tutte le delucidazioni di cui avevo necessità.",5,Servizio molto utile,11 settembre 2020
marco,IT,11 set 2020,N/A,5,semplice veramente,11 settembre 2020
Matteo Grulli,IT,11 set 2020,ho effettuato il cambio di fornitore. Le pagine web sono chiare e le operazioni sono state rapide.,5,Sottoscrizione per cambio fornitore,11 settembre 2020
Diana,IT,11 set 2020,"Ho finalizzato il contratto on line ed è stato molto semplice, inoltre ho contattato il servizio cliente per ulteriori informazioni, risposta veloce eoperatrice gentilissima.",5,CONTRATTO ON LINE SEMPLICE,11 settembre 2020
Monica Della Sala,IT,11 set 2020,gianpaolo di sorgenia molto gentile e professionale,5,gianpaolo di sorgenia molto gentile e…,11 settembre 2020
Marco,IT,11 set 2020,"Sistema di sottoscrizione cambio consumi Luce e Gas, facile, veloce, ben strutturato.
Ottimo calcolo dei dati, eccellente risparmio.",5,Attivazione Facile e Veloce,11 settembre 2020
Pietro Locatelli,IT,10 set 2020,richiesta cambio fornitura on line semplice e veloce,4,richiesta cambio fornitura on line…,10 settembre 2020
Cliente,IT,10 set 2020,"semplice e veloce, ora speriamo si anche conveniente",5,semplice e veloce e speriamo conveniente,10 settembre 2020
